entry_time,exit_time,position,entry_price,target_price,stop_loss_price,lot_size,pnl_points,pnl_currency,bars_held,exit_reason,strategy,confidence,capital
2024-12-10 15:23:00,2024-12-10 15:27:00,BUY,24615.7,24621.03,24613.03,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,19400.0
2024-12-11 09:21:00,2024-12-11 09:25:00,BUY,24632.9,24638.23,24630.23,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,77.9,19150.0
2024-12-11 09:35:00,2024-12-11 09:39:00,BUY,24639.9,24645.23,24637.23,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,18900.0
2024-12-12 10:07:00,2024-12-12 10:11:00,SELL,24620.15,24614.82,24622.82,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,19250.0
2024-12-12 10:11:00,2024-12-12 10:15:00,SELL,24615.9,24610.57,24618.57,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,19600.0
2024-12-12 10:15:00,2024-12-12 10:19:00,SELL,24617.0,24611.67,24619.67,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,19350.0
2024-12-12 10:31:00,2024-12-12 10:35:00,SELL,24604.5,24599.17,24607.17,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,19100.0
2024-12-12 12:05:00,2024-12-12 12:09:00,SELL,24560.4,24555.07,24563.07,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,78.3,18850.0
2024-12-12 12:09:00,2024-12-12 12:13:00,SELL,24562.1,24556.77,24564.77,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,19200.0
2024-12-12 12:17:00,2024-12-12 12:21:00,SELL,24557.85,24552.52,24560.52,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,18950.0
2024-12-12 12:21:00,2024-12-12 12:25:00,SELL,24557.1,24551.77,24559.77,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,18700.0
2024-12-12 13:25:00,2024-12-12 13:29:00,SELL,24553.5,24548.17,24556.17,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,18450.0
2024-12-12 13:31:00,2024-12-12 13:35:00,SELL,24548.0,24542.67,24550.67,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,18200.0
2024-12-13 09:19:00,2024-12-13 09:23:00,BUY,24455.45,24460.78,24452.78,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,17950.0
2024-12-13 09:23:00,2024-12-13 09:27:00,BUY,24419.65,24424.98,24416.98,75,5.33,350.0,1,TARGET,multi_indicator_combo,65.3,18300.0
2024-12-13 09:29:00,2024-12-13 09:33:00,BUY,24410.85,24416.18,24408.18,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,18050.0
2024-12-13 09:37:00,2024-12-13 09:41:00,SELL,24384.75,24379.42,24387.42,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,61.8,17800.0
2024-12-13 09:45:00,2024-12-13 09:49:00,SELL,24369.25,24363.92,24371.92,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,66.4,17550.0
2024-12-13 09:53:00,2024-12-13 09:57:00,SELL,24373.4,24368.07,24376.07,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,17300.0
2024-12-13 09:59:00,2024-12-13 10:03:00,SELL,24377.65,24372.32,24380.32,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,17050.0
2024-12-13 10:19:00,2024-12-13 10:23:00,SELL,24291.2,24285.87,24293.87,75,5.33,350.0,1,TARGET,multi_indicator_combo,60.1,17400.0
2024-12-13 10:23:00,2024-12-13 10:27:00,BUY,24257.6,24262.93,24254.93,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,17750.0
2024-12-13 10:27:00,2024-12-13 10:31:00,SELL,24262.95,24257.62,24265.62,75,5.33,350.0,1,TARGET,multi_indicator_combo,68.7,18100.0
2024-12-13 10:37:00,2024-12-13 10:41:00,SELL,24216.9,24211.57,24219.57,75,5.33,350.0,1,TARGET,multi_indicator_combo,70.3,18450.0
2024-12-13 10:45:00,2024-12-13 10:49:00,SELL,24196.15,24190.82,24198.82,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,88.1,18200.0
2024-12-13 10:53:00,2024-12-13 10:57:00,SELL,24230.15,24224.82,24232.82,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,17950.0
2024-12-13 11:15:00,2024-12-13 11:19:00,BUY,24285.7,24291.03,24283.03,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,18300.0
2024-12-13 11:25:00,2024-12-13 11:29:00,BUY,24324.3,24329.63,24321.63,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,18050.0
2024-12-13 11:31:00,2024-12-13 11:35:00,BUY,24335.65,24340.98,24332.98,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,18400.0
2024-12-13 11:35:00,2024-12-13 11:39:00,BUY,24356.55,24361.88,24353.88,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,18150.0
2024-12-13 11:39:00,2024-12-13 11:43:00,BUY,24340.95,24346.28,24338.28,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,18500.0
2024-12-13 11:43:00,2024-12-13 11:47:00,BUY,24364.75,24370.08,24362.08,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,18850.0
2024-12-13 11:49:00,2024-12-13 11:53:00,BUY,24377.35,24382.68,24374.68,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,19200.0
2024-12-13 11:53:00,2024-12-13 11:57:00,BUY,24417.6,24422.93,24414.93,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,19550.0
2024-12-13 12:07:00,2024-12-13 12:11:00,BUY,24528.25,24533.58,24525.58,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,19900.0
2024-12-13 12:13:00,2024-12-13 12:17:00,BUY,24560.45,24565.78,24557.78,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,20250.0
2024-12-13 12:17:00,2024-12-13 12:21:00,BUY,24591.3,24596.63,24588.63,75,5.33,350.0,1,TARGET,multi_indicator_combo,83.7,20600.0
2024-12-13 12:21:00,2024-12-13 12:25:00,BUY,24592.15,24597.48,24589.48,75,5.33,350.0,1,TARGET,multi_indicator_combo,85.7,20950.0
2024-12-13 12:25:00,2024-12-13 12:29:00,BUY,24605.65,24610.98,24602.98,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,89.3,20700.0
2024-12-13 13:09:00,2024-12-13 13:13:00,BUY,24667.95,24673.28,24665.28,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,20450.0
2024-12-13 13:45:00,2024-12-13 13:49:00,BUY,24738.25,24743.58,24735.58,75,5.33,350.0,1,TARGET,multi_indicator_combo,76.6,20800.0
2024-12-13 13:51:00,2024-12-13 13:55:00,BUY,24754.95,24760.28,24752.28,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,82.6,20550.0
2024-12-13 13:57:00,2024-12-13 14:01:00,BUY,24736.35,24741.68,24733.68,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,20900.0
2024-12-13 14:01:00,2024-12-13 14:05:00,BUY,24746.1,24751.43,24743.43,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,20650.0
2024-12-16 09:33:00,2024-12-16 09:37:00,SELL,24694.8,24689.47,24697.47,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,21000.0
2024-12-16 10:27:00,2024-12-16 10:31:00,SELL,24672.25,24666.92,24674.92,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,21350.0
2024-12-16 11:17:00,2024-12-16 11:21:00,SELL,24635.15,24629.82,24637.82,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,21100.0
2024-12-16 12:13:00,2024-12-16 12:17:00,SELL,24606.45,24601.12,24609.12,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,20850.0
2024-12-16 12:17:00,2024-12-16 12:21:00,SELL,24613.45,24608.12,24616.12,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,20600.0
2024-12-17 09:15:00,2024-12-17 09:19:00,BUY,24580.3,24585.63,24577.63,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,20950.0
2024-12-17 09:29:00,2024-12-17 09:33:00,SELL,24582.35,24577.02,24585.02,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,82.9,20700.0
2024-12-17 09:33:00,2024-12-17 09:37:00,SELL,24589.7,24584.37,24592.37,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,21050.0
2024-12-17 09:39:00,2024-12-17 09:43:00,SELL,24565.95,24560.62,24568.62,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,21400.0
2024-12-17 09:45:00,2024-12-17 09:49:00,SELL,24551.15,24545.82,24553.82,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,21750.0
2024-12-17 09:49:00,2024-12-17 09:53:00,SELL,24525.5,24520.17,24528.17,75,5.33,350.0,1,TARGET,multi_indicator_combo,67.6,22100.0
2024-12-17 09:59:00,2024-12-17 10:03:00,SELL,24510.7,24505.37,24513.37,75,5.33,350.0,1,TARGET,multi_indicator_combo,76.5,22450.0
2024-12-17 10:07:00,2024-12-17 10:11:00,SELL,24508.05,24502.72,24510.72,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,89.9,22200.0
2024-12-17 10:11:00,2024-12-17 10:15:00,SELL,24511.45,24506.12,24514.12,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,21950.0
2024-12-17 10:15:00,2024-12-17 10:19:00,SELL,24516.65,24511.32,24519.32,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,22300.0
2024-12-17 11:05:00,2024-12-17 11:09:00,BUY,24487.35,24492.68,24484.68,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,22650.0
2024-12-17 11:37:00,2024-12-17 11:41:00,SELL,24421.55,24416.22,24424.22,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,23000.0
2024-12-17 11:41:00,2024-12-17 11:45:00,SELL,24385.55,24380.22,24388.22,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,22750.0
2024-12-17 11:47:00,2024-12-17 11:51:00,SELL,24386.45,24381.12,24389.12,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,22500.0
2024-12-17 11:55:00,2024-12-17 11:59:00,SELL,24398.7,24393.37,24401.37,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,22850.0
2024-12-17 11:59:00,2024-12-17 12:03:00,SELL,24385.05,24379.72,24387.72,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,22600.0
2024-12-17 13:31:00,2024-12-17 13:35:00,SELL,24325.55,24320.22,24328.22,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,22350.0
2024-12-18 10:17:00,2024-12-18 10:21:00,SELL,24233.7,24228.37,24236.37,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,22100.0
2024-12-18 11:13:00,2024-12-18 11:17:00,SELL,24216.6,24211.27,24219.27,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,21850.0
2024-12-18 12:41:00,2024-12-18 12:45:00,SELL,24162.3,24156.97,24164.97,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,70.9,21600.0
2024-12-18 12:45:00,2024-12-18 12:49:00,SELL,24161.25,24155.92,24163.92,75,5.33,350.0,1,TARGET,multi_indicator_combo,87.1,21950.0
2024-12-18 12:49:00,2024-12-18 12:53:00,SELL,24158.5,24153.17,24161.17,75,5.33,350.0,1,TARGET,multi_indicator_combo,83.6,22300.0
2024-12-18 13:17:00,2024-12-18 13:21:00,BUY,24224.45,24229.78,24221.78,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,22650.0
2024-12-18 13:23:00,2024-12-18 13:27:00,BUY,24229.65,24234.98,24226.98,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,23000.0
2024-12-19 09:17:00,2024-12-19 09:21:00,BUY,23907.65,23912.98,23904.98,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,22750.0
2024-12-19 09:21:00,2024-12-19 09:25:00,BUY,23888.8,23894.13,23886.13,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,23100.0
2024-12-19 09:25:00,2024-12-19 09:29:00,BUY,23920.35,23925.68,23917.68,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,22850.0
2024-12-19 09:31:00,2024-12-19 09:35:00,BUY,23892.7,23898.03,23890.03,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,23200.0
2024-12-19 09:53:00,2024-12-19 09:57:00,BUY,23981.2,23986.53,23978.53,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,22950.0
2024-12-20 12:27:00,2024-12-20 12:31:00,SELL,23842.6,23837.27,23845.27,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,22700.0
2024-12-20 12:31:00,2024-12-20 12:35:00,SELL,23840.7,23835.37,23843.37,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,22450.0
2024-12-20 12:37:00,2024-12-20 12:41:00,SELL,23849.35,23844.02,23852.02,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,22800.0
2024-12-20 12:41:00,2024-12-20 12:45:00,SELL,23832.35,23827.02,23835.02,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,23150.0
2024-12-20 12:45:00,2024-12-20 12:49:00,SELL,23783.9,23778.57,23786.57,75,5.33,350.0,1,TARGET,multi_indicator_combo,60.3,23500.0
2024-12-20 12:53:00,2024-12-20 12:57:00,SELL,23756.95,23751.62,23759.62,75,5.33,350.0,1,TARGET,multi_indicator_combo,67.8,23850.0
2024-12-20 12:57:00,2024-12-20 13:01:00,SELL,23757.1,23751.77,23759.77,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,81.0,23600.0
2024-12-20 13:03:00,2024-12-20 13:07:00,SELL,23734.6,23729.27,23737.27,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,70.5,23350.0
2024-12-20 13:09:00,2024-12-20 13:13:00,SELL,23726.9,23721.57,23729.57,75,5.33,350.0,1,TARGET,multi_indicator_combo,80.8,23700.0
2024-12-20 13:17:00,2024-12-20 13:21:00,SELL,23734.35,23729.02,23737.02,75,5.33,350.0,1,TARGET,multi_indicator_combo,86.8,24050.0
2024-12-20 13:25:00,2024-12-20 13:29:00,SELL,23735.35,23730.02,23738.02,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,23800.0
2024-12-20 14:01:00,2024-12-20 14:05:00,SELL,23703.1,23697.77,23705.77,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,24150.0
2024-12-20 14:07:00,2024-12-20 14:11:00,SELL,23691.15,23685.82,23693.82,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,24500.0
2024-12-20 14:11:00,2024-12-20 14:15:00,SELL,23682.2,23676.87,23684.87,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,24250.0
2024-12-20 14:55:00,2024-12-20 14:59:00,SELL,23655.2,23649.87,23657.87,75,5.33,350.0,1,TARGET,multi_indicator_combo,84.8,24600.0
2024-12-20 15:09:00,2024-12-20 15:13:00,SELL,23578.0,23572.67,23580.67,75,5.33,350.0,1,TARGET,multi_indicator_combo,74.5,24950.0
2024-12-20 15:21:00,2024-12-20 15:25:00,SELL,23593.0,23587.67,23595.67,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,24700.0
2024-12-23 09:21:00,2024-12-23 09:25:00,BUY,23800.55,23805.88,23797.88,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,69.4,24450.0
2024-12-23 09:29:00,2024-12-23 09:33:00,BUY,23781.25,23786.58,23778.58,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,24800.0
2024-12-23 11:03:00,2024-12-23 11:07:00,BUY,23835.2,23840.53,23832.53,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,24550.0
2024-12-23 11:07:00,2024-12-23 11:11:00,BUY,23833.9,23839.23,23831.23,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,24900.0
2024-12-23 11:11:00,2024-12-23 11:15:00,BUY,23844.6,23849.93,23841.93,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,24650.0
2024-12-23 11:15:00,2024-12-23 11:19:00,BUY,23848.75,23854.08,23846.08,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,25000.0
2024-12-23 11:19:00,2024-12-23 11:23:00,BUY,23859.6,23864.93,23856.93,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,24750.0
2024-12-23 11:25:00,2024-12-23 11:29:00,BUY,23861.8,23867.13,23859.13,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,25100.0
2024-12-23 11:31:00,2024-12-23 11:35:00,BUY,23864.4,23869.73,23861.73,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,24850.0
2024-12-23 11:35:00,2024-12-23 11:39:00,BUY,23858.75,23864.08,23856.08,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,24600.0
2024-12-23 12:05:00,2024-12-23 12:09:00,SELL,23773.2,23767.87,23775.87,75,5.33,350.0,1,TARGET,multi_indicator_combo,85.5,24950.0
2024-12-23 12:09:00,2024-12-23 12:13:00,SELL,23756.1,23750.77,23758.77,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,68.4,24700.0
2024-12-23 12:15:00,2024-12-23 12:19:00,SELL,23761.6,23756.27,23764.27,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,24450.0
2024-12-23 12:19:00,2024-12-23 12:23:00,SELL,23770.4,23765.07,23773.07,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,24800.0
2024-12-23 12:23:00,2024-12-23 12:27:00,SELL,23752.8,23747.47,23755.47,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,25150.0
2024-12-23 12:27:00,2024-12-23 12:31:00,SELL,23743.7,23738.37,23746.37,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,25500.0
2024-12-23 12:33:00,2024-12-23 12:37:00,SELL,23730.15,23724.82,23732.82,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,25850.0
2024-12-23 12:37:00,2024-12-23 12:41:00,SELL,23717.65,23712.32,23720.32,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,78.5,25600.0
2024-12-23 12:45:00,2024-12-23 12:49:00,SELL,23736.35,23731.02,23739.02,75,5.33,350.0,1,TARGET,multi_indicator_combo,84.0,25950.0
2024-12-23 12:49:00,2024-12-23 12:53:00,SELL,23710.5,23705.17,23713.17,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,26300.0
2024-12-23 12:53:00,2024-12-23 12:57:00,SELL,23692.1,23686.77,23694.77,75,5.33,350.0,1,TARGET,multi_indicator_combo,73.9,26650.0
2024-12-23 13:33:00,2024-12-23 13:37:00,SELL,23648.8,23643.47,23651.47,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,81.6,26400.0
2024-12-23 13:39:00,2024-12-23 13:43:00,SELL,23673.4,23668.07,23676.07,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,26150.0
2024-12-23 14:31:00,2024-12-23 14:35:00,BUY,23750.25,23755.58,23747.58,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,25900.0
2024-12-23 14:35:00,2024-12-23 14:39:00,BUY,23749.85,23755.18,23747.18,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,26250.0
2024-12-23 14:39:00,2024-12-23 14:43:00,BUY,23767.7,23773.03,23765.03,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,74.8,26000.0
2024-12-23 14:45:00,2024-12-23 14:49:00,BUY,23744.0,23749.33,23741.33,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,25750.0
2024-12-24 10:07:00,2024-12-24 10:11:00,BUY,23812.5,23817.83,23809.83,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,26100.0
2024-12-24 10:15:00,2024-12-24 10:19:00,BUY,23812.65,23817.98,23809.98,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,26450.0
2024-12-24 10:21:00,2024-12-24 10:25:00,BUY,23842.95,23848.28,23840.28,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,89.5,26200.0
2024-12-24 10:25:00,2024-12-24 10:29:00,BUY,23836.5,23841.83,23833.83,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,26550.0
2024-12-24 10:31:00,2024-12-24 10:35:00,BUY,23859.6,23864.93,23856.93,75,5.33,350.0,1,TARGET,multi_indicator_combo,80.1,26900.0
2024-12-24 10:37:00,2024-12-24 10:41:00,BUY,23863.45,23868.78,23860.78,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,26650.0
2024-12-24 12:15:00,2024-12-24 12:21:00,SELL,23780.1,23774.77,23782.77,75,5.33,350.0,2,TARGET,multi_indicator_combo,77.8,27000.0
2024-12-24 12:19:00,2024-12-24 12:23:00,SELL,23777.95,23772.62,23780.62,75,5.33,350.0,1,TARGET,multi_indicator_combo,81.5,27350.0
2024-12-24 12:25:00,2024-12-24 12:29:00,SELL,23769.45,23764.12,23772.12,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,68.1,27100.0
2024-12-24 14:07:00,2024-12-24 14:11:00,SELL,23734.45,23729.12,23737.12,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,84.0,26850.0
2024-12-26 13:33:00,2024-12-26 13:37:00,BUY,23692.5,23697.83,23689.83,75,5.33,350.0,1,TARGET,multi_indicator_combo,85.4,27200.0
2024-12-27 09:15:00,2024-12-27 09:19:00,SELL,23822.05,23816.72,23824.72,75,5.33,350.0,1,TARGET,multi_indicator_combo,76.5,27550.0
2024-12-27 09:19:00,2024-12-27 09:23:00,SELL,23827.5,23822.17,23830.17,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,27300.0
2024-12-27 09:39:00,2024-12-27 09:43:00,BUY,23834.85,23840.18,23832.18,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,27650.0
2024-12-27 09:43:00,2024-12-27 09:47:00,BUY,23862.5,23867.83,23859.83,75,5.33,350.0,1,TARGET,multi_indicator_combo,84.2,28000.0
2024-12-27 09:47:00,2024-12-27 09:51:00,BUY,23884.5,23889.83,23881.83,75,5.33,350.0,1,TARGET,multi_indicator_combo,63.6,28350.0
2024-12-27 10:09:00,2024-12-27 10:13:00,BUY,23924.25,23929.58,23921.58,75,5.33,350.0,1,TARGET,multi_indicator_combo,65.1,28700.0
2024-12-27 10:15:00,2024-12-27 10:19:00,BUY,23929.45,23934.78,23926.78,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,64.6,28450.0
2024-12-27 10:21:00,2024-12-27 10:25:00,BUY,23923.6,23928.93,23920.93,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,28200.0
2024-12-27 12:17:00,2024-12-27 12:21:00,SELL,23833.4,23828.07,23836.07,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,81.7,27950.0
2024-12-27 12:21:00,2024-12-27 12:25:00,SELL,23832.25,23826.92,23834.92,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,27700.0
2024-12-27 12:27:00,2024-12-27 12:31:00,SELL,23836.35,23831.02,23839.02,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,27450.0
2024-12-27 14:57:00,2024-12-27 15:01:00,SELL,23807.05,23801.72,23809.72,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,68.8,27200.0
2024-12-27 15:05:00,2024-12-27 15:09:00,SELL,23814.4,23809.07,23817.07,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,27550.0
2024-12-27 15:11:00,2024-12-27 15:15:00,SELL,23805.2,23799.87,23807.87,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,90.0,27300.0
2024-12-30 09:35:00,2024-12-30 09:39:00,SELL,23746.35,23741.02,23749.02,75,5.33,350.0,1,TARGET,multi_indicator_combo,82.4,27650.0
2024-12-30 11:33:00,2024-12-30 11:37:00,BUY,23865.95,23871.28,23863.28,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,60.1,27400.0
2024-12-30 11:41:00,2024-12-30 11:45:00,BUY,23868.5,23873.83,23865.83,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,27750.0
2024-12-30 11:47:00,2024-12-30 11:51:00,BUY,23882.8,23888.13,23880.13,75,5.33,350.0,1,TARGET,multi_indicator_combo,90.0,28100.0
2024-12-30 11:51:00,2024-12-30 11:55:00,BUY,23907.3,23912.63,23904.63,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,66.9,27850.0
2024-12-30 11:55:00,2024-12-30 11:59:00,BUY,23902.4,23907.73,23899.73,75,-2.67,-250.0,1,STOP_LOSS,multi_indicator_combo,88.9,27600.0
